schema_version,repo_full_name,repo_url,stars,primary_language,github_description,github_topics,detected_instruction_artifacts,ci_evidence,release_evidence,agent_product_flag,sample_stratum,primary_label,secondary_tags,confidence,evidence_notes,annotator_id,annotation_round,adjudication_status,adjudicated_label,adjudication_notes
0.2,Lakr233/FlowDown,https://github.com/Lakr233/FlowDown,1113,Swift,https://flowdown.ai/,,"{""matched_paths"": [""LandingPage/src/app/docs/documents/configuration/system_prompts.md""], ""queries"": [""system_prompt.*""]}",.github/workflows,tags=1; releases=1,true,stars:1000+|artifact:system_prompt.*|agent_flag:true,CONVENTIONAL_SOFTWARE,,low,Flowdown.ai URL suggests end-user AI product but minimal evidence,claude_r2,1,,,
0.2,Arcanyx-org/NiXium,https://github.com/Arcanyx-org/NiXium,47,Nix,Open-Source Infrastructure as Code Management Solution for Multiple Systems designed to be reliable in mission-critical tasks on paranoid and high-security environment.,disko|flake-parts|home-manager|kreyren|nix|nixium,"{""matched_paths"": ["".opencode.legacy/quests/07-claude-system-prompt-analysis/system-prompt-override.md""], ""queries"": [""system-prompt.*""]}",.github/workflows,,true,stars:10-49|artifact:system-prompt.*|agent_flag:true,CONVENTIONAL_SOFTWARE,,high,Infrastructure-as-code management for system administrators,claude_r2,1,,,
0.2,Kevandrew/sophia,https://github.com/Kevandrew/sophia,20,Go,Your AI builds the code. Sophia makes sure it's right.,ai-agents|git|version-control,"{""matched_paths"": [""AGENTS.md""], ""queries"": [""AGENTS.md""]}",.github/workflows; go.mod,tags=1; releases=1,true,stars:10-49|artifact:AGENTS.md|agent_flag:true,AI_PRODUCT,,medium,AI code quality tool consumed by developers using AI coding agents,claude_r2,1,,,
0.2,JKorf/Mexc.Net,https://github.com/JKorf/Mexc.Net,22,C#,A C# .netstandard client library for the Mexc REST and Websocket Spot API focusing on clear usage and models,crypto|cryptocurrencies|cryptocurrency|cryptocurrency-ex|cryptocurrency-prices|cryptoexchange-net|market-data|mexc|mexc-api|mexc-net|mexc-sdk,"{""matched_paths"": [""AGENTS.md""], ""queries"": [""AGENTS.md""]}",.github/workflows,tags=1; releases=1,true,stars:10-49|artifact:AGENTS.md|agent_flag:true,CONVENTIONAL_SOFTWARE,,high,Cryptocurrency exchange client library for end-user developers,claude_r2,1,,,
0.2,Avantis-Labs/avantis_trader_sdk,https://github.com/Avantis-Labs/avantis_trader_sdk,23,Python,Avantis Trader SDK,,"{""matched_paths"": ["".cursorrules""], ""queries"": ["".cursorrules""]}",tests/,tags=1; releases=1,true,stars:10-49|artifact:.cursorrules|agent_flag:true,CONVENTIONAL_SOFTWARE,,low,Trading SDK insufficient evidence for AI_PRODUCT,claude_r2,1,,,
0.2,Hive-Academy/roocode-generator,https://github.com/Hive-Academy/roocode-generator,13,TypeScript,,,"{""matched_paths"": ["".roo/system-prompt-senior-developer""], ""queries"": [""system-prompt.*""]}",.github/workflows; tests/,tags=1; releases=0,true,stars:10-49|artifact:system-prompt.*|agent_flag:true,EXCLUDE,,low,Insufficient evidence provided,claude_r2,1,,,
0.2,AIDotNet/OpenCowork,https://github.com/AIDotNet/OpenCowork,485,TypeScript,Open Cowork - Opensource Claude Cowork for Windows & macOS & Linux. ,,"{""matched_paths"": [""src/renderer/src/lib/agent/system-prompt.ts""], ""queries"": [""system-prompt.*""]}",.github/workflows,tags=1; releases=1,true,stars:200-999|artifact:system-prompt.*|agent_flag:true,AI_PRODUCT,,high,Open-source Claude Cowork alternative for AI coding agent developers,claude_r2,1,,,
0.2,Avarok-Cybersecurity/atlas,https://github.com/Avarok-Cybersecurity/atlas,511,Rust,Pure Rust Inference Engine,cuda|dgx|dgx-spark|gb10|llm-inference|mamba|nvfp4|openai-api|rust|speculative-decoding|ssm|transformers,"{""matched_paths"": [""scripts/fixtures/opencode_system_prompt.txt""], ""queries"": [""system_prompt.*""]}",.github/workflows; Cargo.toml; tests/,,true,stars:200-999|artifact:system_prompt.*|agent_flag:true,AI_PRODUCT,,high,Pure Rust LLM inference engine for AI system operators,claude_r2,1,,,
0.2,FalconChristmas/fpp,https://github.com/FalconChristmas/fpp,720,C++,Falcon Player,,"{""matched_paths"": ["".github/copilot-instructions.md""], ""queries"": ["".github/copilot-instructions.md"", ""copilot-instructions.md""]}",.github/workflows; tests/,tags=1; releases=1,true,stars:200-999|artifact:.github/copilot-instructions.md|agent_flag:true,CONVENTIONAL_SOFTWARE,,low,Falcon Player likely end-user software insufficient evidence,claude_r2,1,,,
0.2,Frankieli123/dokploy-i18n,https://github.com/Frankieli123/dokploy-i18n,48,TypeScript,,,"{""matched_paths"": ["".windsurfrules""], ""queries"": ["".windsurfrules""]}",.github/workflows,tags=1; releases=1,true,stars:10-49|artifact:.windsurfrules|agent_flag:true,EXCLUDE,,low,Insufficient evidence provided,claude_r2,1,,,
